timenumber,time,speakerturn,speaker,originaltext,cleantext,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1153,33:30:00,1152,BIDEN,WOMEN'S RIGHTS ARE FUNDAMENTALLY,WOMEN'S RIGHTS ARE FUNDAMENTALLY,4,38.6,99,1,25.77,4,25,75,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0
1155,33:31:00,1154,BIDEN,CHANGED.,CHANGED.,1,93.26,50,99,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1157,33:34:00,1156,BIDEN,"ONCE AGAIN, A WOMAN COULD BE","ONCE AGAIN, A WOMAN COULD BE",6,18.82,95.2,23.51,25.77,6,0,100,66.67,0,0,0,0,0,0,0,0,16.67,0,33.33,16.67,0,0,33.33,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
1159,33:36:00,1158,BIDEN,HANDED MONEY BECAUSE SHE HAS A,HANDED MONEY BECAUSE SHE HAS A,6,18.82,95.2,1,25.77,6,16.67,83.33,66.67,16.67,16.67,0,0,0,16.67,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,33:36:00,1160,BIDEN,PRE-EXISTING CONDITION OF,PRE-EXISTING CONDITION OF,4,99,50,1,25.77,4,50,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0
1163,33:38:00,1162,BIDEN,PREGNANCY.,PREGNANCY.,1,93.26,99,1,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1165,33:39:00,1164,BIDEN,THEY CHARGE A WOMAN MORE FOR THE,THEY CHARGE A WOMAN MORE FOR THE,7,99,99,1,25.77,7,0,85.71,57.14,14.29,14.29,0,0,0,0,14.29,0,28.57,14.29,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,28.57,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,33:41:00,1166,BIDEN,"PROCEDURE A MAN WOULD GET, AND","PROCEDURE A MAN WOULD GET, AND",6,62.04,95.2,1,25.77,6,16.67,83.33,50,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
1169,33:43:00,1168,BIDEN,THAT ENDED WHEN WE IN FACT PAST,THAT ENDED WHEN WE IN FACT PAST,7,5.89,99,99,25.77,7,0,100,57.14,28.57,14.29,0,14.29,0,0,0,14.29,0,14.29,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,28.57,0,0,57.14,0,14.29,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,33:45:00,1170,BIDEN,OF THE AFFORDABLE CARE ACT.,OF THE AFFORDABLE CARE ACT.,5,99,50,1,99,5,20,80,40,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1173,33:47:00,1172,BIDEN,AND IF THERE IS 100 MILLION,AND IF THERE IS 100 MILLION,6,1,4.8,1,25.77,6,16.67,83.33,66.67,0,0,0,0,0,0,0,0,0,0,16.67,16.67,33.33,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,33:49:00,1174,BIDEN,PEOPLE WITH PRE-EXISTING,PEOPLE WITH PRE-EXISTING,4,99,99,1,25.77,4,25,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0
1177,33:50:00,1176,BIDEN,CONDITIONS AND THEY WILL BE,CONDITIONS AND THEY WILL BE,5,1,97.69,1,25.77,5,20,80,80,20,20,0,0,0,0,20,0,0,0,40,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,33:52:00,1178,BIDEN,TAKEN AWAY AS WELL.,TAKEN AWAY AS WELL.,4,93.26,50,74.76,99,4,0,100,75,0,0,0,0,0,0,0,0,0,50,0,25,25,0,25,25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,25,0,0,25,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0
1181,33:54:00,1180,BIDEN,"THOSE PRE-EXISTING CONDITIONS,","THOSE PRE-EXISTING CONDITIONS,",4,38.6,50,1,25.77,4,50,25,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,0,0,0,0,25,0,0,0,0
1183,33:56:00,1182,BIDEN,INSURANCE COMPANIES ARE GOING TO,INSURANCE COMPANIES ARE GOING TO,5,93.26,50,43.37,25.77,5,40,100,40,0,0,0,0,0,0,0,0,0,20,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,33:56:00,1184,BIDEN,LOVE THIS.,LOVE THIS.,2,1.92,99,1,99,2,0,100,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
1187,33:57:00,1186,BIDEN,SO IT'S NOT APPROPRIATE TO DO,SO IT'S NOT APPROPRIATE TO DO,6,1,1,23.51,25.77,6,16.67,100,83.33,16.67,0,0,0,0,0,0,16.67,0,16.67,33.33,16.67,16.67,16.67,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0
1189,34:00:00,1188,BIDEN,THIS BEFORE THIS ELECTION.,THIS BEFORE THIS ELECTION.,4,38.6,50,74.76,25.77,4,25,75,75,50,0,0,0,0,0,0,50,0,25,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
1191,34:03:00,1190,BIDEN,IF HE WINS AND OF THE SENATE IS,IF HE WINS AND OF THE SENATE IS,8,38.6,50,1,99,8,0,100,75,12.5,12.5,0,0,0,12.5,0,0,12.5,12.5,12.5,0,25,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,25,0,12.5,25,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,34:04:00,1192,BIDEN,"DEMOCRAT OR REPUBLICAN, THEN HE","DEMOCRAT OR REPUBLICAN, THEN HE",5,1,50,43.37,25.77,5,40,60,60,20,20,0,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
1195,34:04:00,1194,BIDEN,GOES FORWARD.,GOES FORWARD.,2,93.26,50,99,25.77,2,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
1197,34:08:00,1196,BIDEN,"IF NOT, WE SHOULD WAIT UNTIL","IF NOT, WE SHOULD WAIT UNTIL",6,1,4.8,98.01,25.77,6,0,100,83.33,16.67,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,33.33,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,50,0,0,33.33,16.67,0,33.33,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
1199,34:08:00,1198,BIDEN,FEBRUARY.,FEBRUARY.,1,93.26,50,99,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1201,34:10:00,1200,TRUMP,TRUMP: THERE AREN'T 100 MILLION,  THERE AREN'T 100 MILLION,4,1,1,74.76,25.77,4,25,75,50,0,0,0,0,0,0,0,0,0,0,25,25,0,25,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0
1203,34:11:00,1202,TRUMP,WITH PRE-EXISTING CONDITIONS.,WITH PRE-EXISTING CONDITIONS.,4,99,50,1,25.77,4,50,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,25,0,0,0,0
1205,34:16:00,1204,TRUMP,PEOPLE ALREADY HAVE THEIR SAY.,PEOPLE ALREADY HAVE THEIR SAY.,5,1,99,43.37,25.77,5,20,100,60,20,20,0,0,0,0,20,0,0,0,20,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1207,34:16:00,1206,TRUMP,OKAY.,OKAY.,1,93.26,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1209,34:17:00,1208,TRUMP,JUSTICE GINSBURG SAID VERY,JUSTICE GINSBURG SAID VERY,4,38.6,99,1,25.77,4,50,75,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,25,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,34:20:00,1210,TRUMP,POWERFULLY AND VERY STRONGLY AT,POWERFULLY AND VERY STRONGLY AT,5,52.71,50,43.37,99,5,40,100,60,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,34:22:00,1212,TRUMP,"SOME .10 YEARS AGO OR SO, SHE","SOME .10 YEARS AGO OR SO, SHE",7,1,50,89.63,25.77,7,0,85.71,42.86,14.29,14.29,0,0,0,14.29,0,0,0,0,0,14.29,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,28.57,0,0,0,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
1215,34:25:00,1214,TRUMP,SAID A PRESIDENT IN THE SENATE,SAID A PRESIDENT IN THE SENATE,6,99,95.2,23.51,25.77,6,16.67,100,50,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,33.33,0,0,33.33,0,0,16.67,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,34:27:00,1216,TRUMP,"IS ELECTED FOR A PERIOD OF TIME,","IS ELECTED FOR A PERIOD OF TIME,",7,99,50,89.63,25.77,7,14.29,85.71,57.14,0,0,0,0,0,0,0,0,14.29,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
1219,34:29:00,1218,TRUMP,BUT THE PRESIDENT IS ELECTED FOR,BUT THE PRESIDENT IS ELECTED FOR,6,93.26,4.8,23.51,25.77,6,33.33,83.33,66.67,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,34:29:00,1220,TRUMP,FOUR YEARS.,FOUR YEARS.,2,93.26,50,99,25.77,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
1223,34:31:00,1222,TRUMP,I AM NOT ELECTED FOR THREE,I AM NOT ELECTED FOR THREE,6,18.82,1,98.01,25.77,6,16.67,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,34:33:00,1224,TRUMP,"YEARS, SO WE HAVE THE SENATE, WE","YEARS, SO WE HAVE THE SENATE, WE",7,1,99,13.15,25.77,7,0,100,71.43,28.57,28.57,0,28.57,0,0,0,0,14.29,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,28.57,0,14.29,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0
1227,34:35:00,1226,TRUMP,"HAVE A PRESIDENT, DURING THE","HAVE A PRESIDENT, DURING THE",5,99,50,43.37,25.77,5,20,100,80,0,0,0,0,0,0,0,0,40,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,20,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
1229,34:38:00,1228,TRUMP,"PERIOD OF TIME, DURING WITHOUT A","PERIOD OF TIME, DURING WITHOUT A",6,99,1,99,25.77,6,16.67,100,66.67,0,0,0,0,0,0,0,0,16.67,50,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
1231,34:40:00,1230,TRUMP,PERIOD OF TIME WE HAVING AN,PERIOD OF TIME WE HAVING AN,6,93.26,99,98.01,25.77,6,0,100,66.67,16.67,16.67,0,16.67,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,34:40:00,1232,TRUMP,OPENING.,OPENING.,1,93.26,50,99,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1235,34:42:00,1234,TRUMP,I'M NOT ELECTED FOR THREE YEARS.,I'M NOT ELECTED FOR THREE YEARS.,6,18.82,1,99,25.77,6,16.67,83.33,50,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,16.67,0,0
1237,34:46:00,1236,TRUMP,I AM ELECTED FOR FOUR YEARS.,I AM ELECTED FOR FOUR YEARS.,6,62.04,4.8,98.01,25.77,6,16.67,83.33,50,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
1239,34:47:00,1238,TRUMP,"JOE, 100 MILLION PEOPLE I DON'T","JOE, 100 MILLION PEOPLE I DON'T",6,1.92,4.8,23.51,25.77,6,16.67,66.67,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0,33.33,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,0,16.67,0,0
1241,34:49:00,1240,TRUMP,KNOW WHERE YOU GOT THAT NUMBER.,KNOW WHERE YOU GOT THAT NUMBER.,6,1.92,99,98.01,25.77,6,0,83.33,50,33.33,16.67,0,0,16.67,0,0,16.67,0,0,0,16.67,0,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,16.67,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
1243,34:51:00,1242,TRUMP,AT THE BIGGER PROBLEM THAT YOU,AT THE BIGGER PROBLEM THAT YOU,6,93.26,99,23.51,1,6,16.67,100,66.67,33.33,16.67,0,0,16.67,0,0,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,16.67,0,16.67,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,34:54:00,1244,TRUMP,HAVE IS YOU ARE GOING TO,HAVE IS YOU ARE GOING TO,6,1.92,99,23.51,25.77,6,0,100,83.33,16.67,16.67,0,0,16.67,0,0,0,0,16.67,50,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,34:55:00,1246,TRUMP,EXTINGUISH 180 MILLION PEOPLE,EXTINGUISH 180 MILLION PEOPLE,4,93.26,99,1,25.77,4,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,34:56:00,1248,TRUMP,WITH THEIR PRIVATE HEALTHCARE.,WITH THEIR PRIVATE HEALTHCARE.,4,93.26,99,1,25.77,4,50,75,50,25,25,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
1251,35:02:00,1250,BIDEN,BIDEN: THAT IS NOT TRUE.,  THAT IS NOT TRUE.,4,1,1,74.76,99,4,0,100,75,25,0,0,0,0,0,0,25,0,0,25,0,0,25,25,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
1253,35:03:00,1252,WALLACE,"WALLACE: GENTLEMEN, WE ARE NOW","  GENTLEMEN, WE ARE NOW",4,1,99,74.76,25.77,4,25,100,75,25,25,0,25,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,50,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0
1255,35:06:00,1254,WALLACE,INTO OPEN DISCUSSION.,INTO OPEN DISCUSSION.,3,99,99,99,25.77,3,33.33,100,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
